Date,1,5,9,13,17
2012-11-02,0.0,0.0,0.0,0.0,0.0
2012-11-05,0.0,0.0,0.0,0.0,0.0
2012-11-06,0.0,0.0,0.0,0.0,0.0
2012-11-07,0.5949720670391071,0.0,0.0,0.0,0.0
2012-11-08,0.68155836518671,0.0,0.0,0.0,0.0
2012-11-09,0.44222227556121024,0.0,0.0,0.0,0.0
2012-11-12,0.38632144527208445,0.0,0.0,0.0,0.0
2012-11-13,0.42032040638841744,0.0,0.0,0.0,0.0
2012-11-14,0.6483443323970692,0.0,0.0,0.0,0.0
2012-11-15,0.78039008986504,0.7761202610550288,0.0,0.0,0.0
2012-11-16,0.792803651978553,0.7885379582777509,0.0,0.0,0.0
2012-11-19,0.7638359563841917,0.796140394237302,0.0,0.0,0.0
2012-11-20,0.789279095803063,0.8102122079423374,0.0,0.0,0.0
2012-11-21,0.7592034436251569,0.824675689022466,0.0,0.0,0.0
2012-11-23,0.8326572855052833,0.8507457732437599,0.0,0.0,0.0
2012-11-26,0.8810494802316642,0.8736760492906618,0.0,0.0,0.0
2012-11-27,0.529108656924245,0.8353435734799322,0.0,0.0,0.0
2012-11-28,0.5073916968432213,0.799862653098526,0.8573735872291085,0.0,0.0
2012-11-29,0.5362206167895314,0.7674869438037802,0.842856807909609,0.0,0.0
2012-11-30,0.5949640643985977,0.7345877937826633,0.8288300664734916,0.0,0.0
2012-12-03,0.5528886981931149,0.6932496813835229,0.8135207623800814,0.0,0.0
2012-12-04,0.4815667873790104,0.6448083544643471,0.7936526455472107,0.0,0.0
2012-12-05,0.2696469676991891,0.5676470826596149,0.7571484741499164,0.0,0.0
2012-12-06,0.4669637795338441,0.5372687537150179,0.7254588059538953,0.7648666340790197,0.0
2012-12-07,0.6029613718681417,0.525624480112805,0.695518902543445,0.7576456307124807,0.0
2012-12-10,0.55922726789502,0.5083778538370247,0.659718704567265,0.7458341970531154,0.0
2012-12-11,0.4038603663875688,0.4646941419655558,0.613586131705031,0.7243621896555086,0.0
2012-12-12,0.4787641932360598,0.4675152548520872,0.5842330865640968,0.7047824521659312,0.0
2012-12-13,0.43808695955018817,0.45885852326300414,0.5542001779877588,0.6770936523595804,0.0
2012-12-14,0.3820199323575255,0.43409166061618853,0.5203429504870034,0.6427913320573646,0.6874309913136435
2012-12-17,0.24020021183514761,0.3804971946142515,0.4756844174249538,0.5998560685982856,0.6471560497977886
2012-12-18,0.21606081666696805,0.3300217350677988,0.43146263189629946,0.5557107937999107,0.6052965008628852
2012-12-19,0.2827607180602944,0.297445715219258,0.3945567271450288,0.5150186131448846,0.5661375705400424
2012-12-20,0.2015372722741761,0.2542246984157002,0.35376056977856074,0.4722372201294349,0.5255582438770693
2012-12-21,0.18891292294148734,0.21473149681586998,0.3141353178402691,0.4302079821652559,0.485790423013661
2012-12-24,0.42857374402257314,0.20634751106810809,0.2858790422094061,0.39520156802101536,0.45141769063959025
2012-12-26,0.6042655286131565,0.21635913275317306,0.26596519395387,0.36611145063235834,0.4216134912177287
2012-12-27,0.803408129794962,0.2545319556232355,0.2570068039395247,0.34405956617387967,0.39713975185529615
2012-12-28,0.8171619916521525,0.3503134635044602,0.26635398344181666,0.33357815381113876,0.3810986823026666
2012-12-31,0.7403992377138904,0.4488441329073285,0.28749781835827415,0.33013112150435037,0.37113765039812946
2013-01-02,0.5723737476254386,0.5149524416709496,0.31137852294534224,0.3286745919266531,0.3637064097200683
2013-01-03,0.7698461319819172,0.6046649389652786,0.3595807896590418,0.3362650446458758,0.36252137372006793
2013-01-04,0.7209169481436782,0.6717322074336525,0.4174133677638829,0.3489306032744868,0.36534093760309905
2013-01-07,0.323503805108683,0.6400978762909335,0.452197333700812,0.35835102133952473,0.3660931880274762
2013-01-08,0.1568731647239325,0.5477715917202012,0.46105737655918383,0.36119571004755363,0.3625622388691864
2013-01-09,0.23770477402985274,0.4795480519029246,0.46667712934209066,0.36695859438480943,0.3597312942994099
2013-01-10,0.2452657629376296,0.41951627401311853,0.46242235757173006,0.3723287921174603,0.3564320527694967
2013-01-11,0.35934668485074295,0.37272893607486,0.44697430481310696,0.37756294149772246,0.35396490201894354
2013-01-14,0.41026131766890434,0.3368933948171815,0.42583992239121515,0.38236673970286433,0.3530290467662828
2013-01-15,0.286466133888422,0.30035924643149553,0.3983763662909259,0.38476855399844495,0.35253196813795773
2013-01-16,0.36215695198120745,0.2694848413149675,0.36942270270243777,0.38091540583947947,0.3510930812443881
2013-01-17,0.7209868426225766,0.35898134620307015,0.3687849923957872,0.3867841391561167,0.35750447939516306
2013-01-18,0.8448206371289183,0.4701996729810126,0.4017069711791167,0.4087659472657933,0.3748427150125189
2013-01-22,0.8801895499914568,0.573232730143625,0.4509903795413725,0.44034512453311325,0.39944415303220304
2013-01-23,0.8740162831026326,0.6576662433418524,0.5059908665062359,0.4769162300903309,0.4283749520812051
2013-01-24,0.9423736531674152,0.7384856978464892,0.567669599521109,0.5193780440982626,0.4621396210814885
2013-01-25,0.7739137500662626,0.7897356577645078,0.6217864796387361,0.5600327728855095,0.4959117987097557
2013-01-28,0.5680585217101681,0.8156103611884138,0.665326324348546,0.5964096779683754,0.5278585747775438
2013-01-29,0.49385637278741934,0.8305056606263793,0.7027248731080615,0.6301071644498433,0.5586815475791008
2013-01-30,0.4251745287868256,0.8325682974306697,0.7348169739266149,0.6611241931430384,0.5881724670261913
2013-01-31,0.4450191134346239,0.7966512409623704,0.7603407700256777,0.6883935745886313,0.6154661379813386
2013-02-01,0.5524502331751766,0.7640396406642396,0.7833659267265116,0.7138007243003972,0.6415661880425557
2013-02-04,0.6330888413527629,0.7400270146681207,0.8030817627530932,0.7373724395390646,0.6664000142013118
2013-02-05,0.5789291140327147,0.7008089919330154,0.805716946832624,0.7534437106280724,0.6862580928395622
2013-02-06,0.7388492889354419,0.7091763834376006,0.8117746663113463,0.77030611448925,0.70612064453344
2013-02-07,0.8156088932764307,0.7359766520532371,0.8194638234499511,0.7872320656019859,0.7256245749012726
2013-02-08,0.8535818116243044,0.7706349283007788,0.8293218809784685,0.8040044131679487,0.7448025903410946
2013-02-11,0.7581395687323754,0.7916826089938501,0.8345365657031064,0.8174627293644343,0.7622005888316802
2013-02-12,0.7072768651956125,0.8153175546065838,0.8416417630424406,0.82952376203626,0.778887606444692
2013-02-13,0.6508849912421721,0.8317024934630711,0.8481592169049029,0.839442450581745,0.7944437401161609
2013-02-14,0.39137755168622085,0.8163430818920964,0.8458915130111705,0.8429588661014031,0.8069151981423464
2013-02-15,0.23020899864983307,0.7455328588248503,0.8321178807404596,0.8383530096652161,0.8144668860974489
2013-02-19,0.3132369852322271,0.6678017940090661,0.8193049051240539,0.8322439513264177,0.818865606022155
2013-02-20,0.16217723871113893,0.5470796058965092,0.7940419007434268,0.8195481614893529,0.817050876763271
2013-02-21,0.1458863077785558,0.4402793906022384,0.7378882670980673,0.7932937101328547,0.8043531830955304
2013-02-22,0.19030707646983164,0.36298924240608604,0.6717958529770953,0.760746713224968,0.7851905658153847
2013-02-25,0.14509814399875634,0.29423920252295277,0.5981463348669782,0.7156175082495645,0.755661131177641
2013-02-26,0.24815487972001418,0.25889714179466117,0.5322019820918444,0.6679047696030759,0.7219548577005165
2013-02-27,0.46874591926214754,0.2505287509529203,0.4778645674103803,0.6219365100127188,0.6871243901102719
2013-02-28,0.7699502361703121,0.32795912072639166,0.462094970082866,0.5946892855117701,0.6624773505357114
2013-03-01,0.7136330435858177,0.3940001700670052,0.455131162429242,0.5730036661984862,0.6407780274531844
2013-03-04,0.8649097158311472,0.5036926516382453,0.4846800878415452,0.5696372383093596,0.6305841932484417
2013-03-05,0.8992164290550956,0.6063546594057052,0.5290733690829057,0.5792951045406686,0.6294520214509268
2013-03-06,0.8986569473502123,0.6916188193111551,0.5789465873915418,0.597636837836515,0.6350338916509083
2013-03-07,0.8761904239583984,0.7562469644752567,0.628385407359698,0.6208434666027489,0.645199044257701
2013-03-08,0.484646544074159,0.7576657086962555,0.6569110770629712,0.6368315438799367,0.6524227900590222
2013-03-11,0.3613418583445572,0.7353785225150292,0.6740454178143663,0.6487044572113032,0.6581347865653977
2013-03-12,0.22355125187496078,0.6836349856843117,0.6784330405003715,0.6544799488945577,0.6607294081718792
2013-03-13,0.24431014419205993,0.606066092848235,0.6674938585817104,0.6529290843664532,0.6590305583635275
2013-03-14,0.45732104988832717,0.5469443850141281,0.6525892355559685,0.6496269176325215,0.656207672314044
2013-03-15,0.2846668258636663,0.4605566598221167,0.6145792721592024,0.6365293181058331,0.6470326001682565
2013-03-18,0.18953677545752468,0.37697049749470946,0.5614207179509589,0.6151357954109439,0.632009026483197
2013-03-19,0.09296508320530637,0.29455110115367433,0.4978715361244952,0.5807641107146689,0.6093479223092383
2013-03-20,0.06876075928137225,0.22946584239442566,0.4342319440158422,0.5394693217165123,0.5804253910977542
2013-03-21,0.13015869070289632,0.1864613835536208,0.37685530874961776,0.49637016362447,0.5484708770340738
2013-03-22,0.1698955102709442,0.1592177469423901,0.32699948802599366,0.4538267174584299,0.5151930300786377
2013-03-25,0.29223836888143495,0.14576984499234483,0.2859316299285948,0.41395664892001727,0.48222679331279783
2013-03-26,0.4795831618572945,0.15129809627819724,0.2588625539619412,0.37974358546047454,0.45182136110371224
2013-03-27,0.3878573280348493,0.15898938501550489,0.2343480047754073,0.3471085855810097,0.42180029831936006
2013-03-28,0.44295471640134415,0.1879392365104334,0.21929696736455065,0.3198776060880865,0.39478998748693406
2013-04-01,0.4818478289833546,0.24397170556257539,0.21083367936249153,0.29732911482520746,0.3706635723347588
2013-04-02,0.6892007831781316,0.35054125230671584,0.2178312080620129,0.2860166798178686,0.35266138790862495
2013-04-03,0.45665523194793656,0.37841770031559646,0.22009885083107386,0.2726830360656385,0.33404055068268357
2013-04-04,0.35744644457635627,0.37914041809994,0.22234335260178215,0.2595676723038627,0.31600586511808915
2013-04-05,0.23331906274426206,0.3468903065523526,0.21894684669380868,0.24443204367511495,0.29734676123746884
2013-04-08,0.2865659640291467,0.32927916889752923,0.2228045837699658,0.23166135978759425,0.2808965461014633
2013-04-09,0.4580399188313977,0.32188924348224734,0.23140230032629783,0.22421891150252718,0.2665846642867549
2013-04-10,0.604653542707833,0.35114141790711084,0.25617788940995034,0.22685945918883635,0.2568273452127471
2013-04-11,0.5106498258775035,0.35979361373797286,0.2748162966655245,0.23227831218980322,0.24796154841065254
2013-04-12,0.5389626379480832,0.39802043877718435,0.3027065147700464,0.24714201710815406,0.24259249939108057
2013-04-15,0.46881570485669644,0.4430045197534363,0.32955485600117423,0.26518537682867943,0.24189296589157666
2013-04-16,0.4634472384547955,0.4863627070032488,0.35485958125917244,0.2850987280283871,0.24478979195625863
2013-04-17,0.43110254421591143,0.5034143586099903,0.3708700968001974,0.3016965230329226,0.24999889962315003
2013-04-18,0.3006483197045307,0.46680429868116674,0.3676641788189264,0.3077885437229964,0.25181199929083564
2013-04-19,0.48546313566116045,0.47737986072502847,0.383113270425217,0.3236197185997202,0.26193951378865327
